n,p,time_mean,time_std,time_se
1000,5,0.0001853812173512,4.902113063224795e-05,1.5501842627455352e-05
1000,10,0.0005056229884079,0.0001713836161509,5.4196258067309805e-05
1000,15,0.0026714450505792,0.0037928643936892,0.0011994090340211
1000,20,0.0014103173954713,0.0010231064025151,0.0003235346520649
1000,50,0.2130896953626914,0.0137292860978895,0.0043415814717416
1000,80,0.4763261628455433,0.0130103509664736,0.0041142342212229
1000,100,0.4931040695035139,0.0070953194459486,0.0022437370175681
